"id","firstname","lastname","candidate_name","social_security_number","faculty_id","address","postal_information","email","electoral_alliance_id","candidate_number","notes","numbering_order","created_at","updated_at","cancelled","marked_invalid","phone_number"
110,"Marika","Poutiainen","Poutiainen, Marika","241273-073B",2,"Testiosoite 110","10109 Helsinki","etunimi.sukunimi.109@example.com",16,111,,8372199,"2018-11-02 11:41:51.288829","2018-11-02 11:41:51.288829",FALSE,FALSE,
111,"Päivi Elina","Pulsa","Pulsa, Päivi","220774-080H",4,"Testiosoite 111","10110 Helsinki","etunimi.sukunimi.110@example.com",16,112,,8380391,"2018-11-02 11:41:51.299199","2018-11-02 11:41:51.299199",FALSE,FALSE,
112,"Sampo Sakari","Puukko","Puukko, Sampo","100364-0245",7,"Testiosoite 112","10111 Helsinki","etunimi.sukunimi.111@example.com",16,113,,8384487,"2018-11-02 11:41:51.309264","2018-11-02 11:41:51.309264",FALSE,FALSE,
113,"Markus Juhani","Puuska","Puuska, Markus","130563-090K",11,"Testiosoite 113","10112 Helsinki","etunimi.sukunimi.112@example.com",16,114,,8386535,"2018-11-02 11:41:51.319656","2018-11-02 11:41:51.319656",FALSE,FALSE,
114,"Pekka Osmo Kalevi","Rantakari","Rantakari, Pekka","050155-049T",9,"Testiosoite 114","10113 Helsinki","etunimi.sukunimi.113@example.com",16,115,,8387559,"2018-11-02 11:41:51.32987","2018-11-02 11:41:51.32987",FALSE,FALSE,
115,"Heikki Jalmari","Rautala","Rautala, Heikki","011171-0758",1,"Testiosoite 115","10114 Helsinki","etunimi.sukunimi.114@example.com",16,116,,8388071,"2018-11-02 11:41:51.340591","2018-11-02 11:41:51.340591",FALSE,FALSE,
116,"Anni Aino Maria","Rautiainen","Rautiainen, Anni","190364-0316",10,"Testiosoite 116","10115 Helsinki","etunimi.sukunimi.115@example.com",16,117,,8388327,"2018-11-02 11:41:51.351768","2018-11-02 11:41:51.351768",FALSE,FALSE,
117,"Pekka","Rintala","Rintala, Pekka","100384-0782",6,"Testiosoite 117","10116 Helsinki","etunimi.sukunimi.116@example.com",16,118,,8388455,"2018-11-02 11:41:51.363188","2018-11-02 11:41:51.363188",FALSE,FALSE,
118,"Arno Risto Johannes","Rydman","Rydman, Arno","181060-013K",8,"Testiosoite 118","10117 Helsinki","etunimi.sukunimi.117@example.com",16,119,,8388519,"2018-11-02 11:41:51.373824","2018-11-02 11:41:51.373824",FALSE,FALSE,
119,"Markku Olavi","Ryösä","Ryösä, Markku","261260-056R",5,"Testiosoite 119","10118 Helsinki","etunimi.sukunimi.118@example.com",16,120,,8388551,"2018-11-02 11:41:51.384717","2018-11-02 11:41:51.384717",FALSE,FALSE,
120,"Laura Karoliina","Sahamies","Sahamies, Laura","300275-076S",2,"Testiosoite 120","10119 Helsinki","etunimi.sukunimi.119@example.com",16,121,,8388567,"2018-11-02 11:41:51.395298","2018-11-02 11:41:51.395298",FALSE,FALSE,
121,"Miika Petteri","Sahamies","Sahamies, Miika","171163-0014",4,"Testiosoite 121","10120 Helsinki","etunimi.sukunimi.120@example.com",16,122,,8388575,"2018-11-02 11:41:51.406145","2018-11-02 11:41:51.406145",FALSE,FALSE,
122,"Noora Eveliina","Sahamies","Sahamies, Noora","010966-043A",7,"Testiosoite 122","10121 Helsinki","etunimi.sukunimi.121@example.com",16,123,,8388579,"2018-11-02 11:41:51.416773","2018-11-02 11:41:51.416773",FALSE,FALSE,
123,"Jani Artturi","Seikkula","Seikkula, Jani","030677-067T",11,"Testiosoite 123","10122 Helsinki","etunimi.sukunimi.122@example.com",16,124,,8388581,"2018-11-02 11:41:51.427167","2018-11-02 11:41:51.427167",FALSE,FALSE,
124,"Elisa Irina","Siekkinen","Siekkinen, Elisa","291089-051C",9,"Testiosoite 124","10123 Helsinki","etunimi.sukunimi.123@example.com",16,125,,8388582,"2018-11-02 11:41:51.43785","2018-11-02 11:41:51.43785",FALSE,FALSE,
125,"Aleksi Tapio","Siltanen","Siltanen, Aleksi","100671-087D",1,"Testiosoite 125","10124 Helsinki","etunimi.sukunimi.124@example.com",16,126,,8388583,"2018-11-02 11:41:51.44977","2018-11-02 11:41:51.44977",FALSE,FALSE,
126,"Anne Pauliina","Silvonen","Silvonen, Pauliina ","110275-088W",10,"Testiosoite 126","10125 Helsinki","etunimi.sukunimi.125@example.com",16,127,,8388584,"2018-11-02 11:41:51.461838","2018-11-02 11:41:51.461838",FALSE,FALSE,
127,"Iida-Liina Timontytär","Suomela","Suomela, Iida ","310851-006T",6,"Testiosoite 127","10126 Helsinki","etunimi.sukunimi.126@example.com",16,128,,8388585,"2018-11-02 11:41:51.473915","2018-11-02 11:41:51.473915",FALSE,FALSE,
128,"Osmo Matti Ensio","Suominen","Suominen, Osmo","181286-0558",8,"Testiosoite 128","10127 Helsinki","etunimi.sukunimi.127@example.com",16,129,,8388586,"2018-11-02 11:41:51.486597","2018-11-02 11:41:51.486597",FALSE,FALSE,
129,"Minni Emilia","Tarkkanen","Tarkkanen, Minni","220175-009M",5,"Testiosoite 129","10128 Helsinki","etunimi.sukunimi.128@example.com",16,130,,8388587,"2018-11-02 11:41:51.498875","2018-11-02 11:41:51.498875",FALSE,FALSE,
130,"Jari Mikael","Tiainen","Tiainen, Jari M. ","180560-022U",2,"Testiosoite 130","10129 Helsinki","etunimi.sukunimi.129@example.com",16,131,,8388588,"2018-11-02 11:41:51.510854","2018-11-02 11:41:51.510854",FALSE,FALSE,
131,"Tuomas Mikael","Tiensuu","Tiensuu, Tuomas","010862-0911",4,"Testiosoite 131","10130 Helsinki","etunimi.sukunimi.130@example.com",16,132,,8388589,"2018-11-02 11:41:51.523168","2018-11-02 11:41:51.523168",FALSE,FALSE,
132,"Anna Elisa","Tirronen","Tirronen, Anna","220683-0258",7,"Testiosoite 132","10131 Helsinki","etunimi.sukunimi.131@example.com",16,133,,8388590,"2018-11-02 11:41:51.53573","2018-11-02 11:41:51.53573",FALSE,FALSE,
133,"Johannes Lauri Tuomaanpoika","Toepfer","Toepfer, Johannes","150664-054S",11,"Testiosoite 133","10132 Helsinki","etunimi.sukunimi.132@example.com",16,134,,8388591,"2018-11-02 11:41:51.548439","2018-11-02 11:41:51.548439",FALSE,FALSE,
134,"Pauliina Aija Elisa","Tulenheimo","Tulenheimo, Pauliina","070470-062T",9,"Testiosoite 134","10133 Helsinki","etunimi.sukunimi.133@example.com",16,135,,8388592,"2018-11-02 11:41:51.560548","2018-11-02 11:41:51.560548",FALSE,FALSE,
135,"Jussi Tapaninpoika","Tuohiniemi","Tuohiniemi, Jussi","080161-0090",1,"Testiosoite 135","10134 Helsinki","etunimi.sukunimi.134@example.com",16,136,,8388593,"2018-11-02 11:41:51.573784","2018-11-02 11:41:51.573784",FALSE,FALSE,
136,"Mikko Ilmari","Tähtinen","Tähtinen, Mikko","080479-020D",10,"Testiosoite 136","10135 Helsinki","etunimi.sukunimi.135@example.com",16,137,,8388594,"2018-11-02 11:41:51.586322","2018-11-02 11:41:51.586322",FALSE,FALSE,
137,"Katja Kristiina","Utti-Lankinen","Utti-Lankinen, Katja","120855-006K",6,"Testiosoite 137","10136 Helsinki","etunimi.sukunimi.136@example.com",16,138,,8388595,"2018-11-02 11:41:51.598625","2018-11-02 11:41:51.598625",FALSE,FALSE,
138,"Vesa Pekka Sakari","Uuspelto","Uuspelto, Vesa","050286-080L",8,"Testiosoite 138","10137 Helsinki","etunimi.sukunimi.137@example.com",16,139,,8388596,"2018-11-02 11:41:51.611223","2018-11-02 11:41:51.611223",FALSE,FALSE,
139,"Oona-Karita","Vainio","Vainio, Oona ","011176-055W",5,"Testiosoite 139","10138 Helsinki","etunimi.sukunimi.138@example.com",16,140,,8388597,"2018-11-02 11:41:51.623914","2018-11-02 11:41:51.623914",FALSE,FALSE,
140,"Ville Sakari","Vasaramäki","Vasaramäki, Ville","021172-099X",2,"Testiosoite 140","10139 Helsinki","etunimi.sukunimi.139@example.com",16,141,,8388598,"2018-11-02 11:41:51.639578","2018-11-02 11:41:51.639578",FALSE,FALSE,
141,"Ruut Heljä Marita","Vedenpää","Vedenpää, Ruut","170868-0353",4,"Testiosoite 141","10140 Helsinki","etunimi.sukunimi.140@example.com",16,142,,8388599,"2018-11-02 11:41:51.652815","2018-11-02 11:41:51.652815",FALSE,FALSE,
142,"Antti Timo Tapani","Viholainen","Viholainen, Antti","241182-039S",7,"Testiosoite 142","10141 Helsinki","etunimi.sukunimi.141@example.com",16,143,,8388600,"2018-11-02 11:41:51.66604","2018-11-02 11:41:51.66604",FALSE,FALSE,
143,"Pertti Mikael","Viitamäki","Viitamäki, Pertti","160680-047A",11,"Testiosoite 143","10142 Helsinki","etunimi.sukunimi.142@example.com",16,144,,8388601,"2018-11-02 11:41:51.679612","2018-11-02 11:41:51.679612",FALSE,FALSE,
144,"Maija Matilda","Viljamaa","Viljamaa, Maija","061182-0661",9,"Testiosoite 144","10143 Helsinki","etunimi.sukunimi.143@example.com",16,145,,8388602,"2018-11-02 11:41:51.692972","2018-11-02 11:41:51.692972",FALSE,FALSE,
145,"Hanna Pauliina","Virén","Virén, Hanna","280883-058T",1,"Testiosoite 145","10144 Helsinki","etunimi.sukunimi.144@example.com",16,146,,8388603,"2018-11-02 11:41:51.707867","2018-11-02 11:41:51.707867",FALSE,FALSE,
146,"Timo Tapani","Vuori","Vuori, Timo","070755-093B",10,"Testiosoite 146","10145 Helsinki","etunimi.sukunimi.145@example.com",16,147,,8388604,"2018-11-02 11:41:51.721251","2018-11-02 11:41:51.721251",FALSE,FALSE,
147,"Niko Mikael","Vähäkuopus","Vähäkuopus, Niko","220664-030H",6,"Testiosoite 147","10146 Helsinki","etunimi.sukunimi.146@example.com",16,148,,8388605,"2018-11-02 11:41:51.734156","2018-11-02 11:41:51.734156",FALSE,FALSE,
148,"Satu Maria","Välisalmi","Välisalmi, Satu","091152-0291",8,"Testiosoite 148","10147 Helsinki","etunimi.sukunimi.147@example.com",16,149,,8388606,"2018-11-02 11:41:51.747524","2018-11-02 11:41:51.747524",FALSE,FALSE,
149,"Juho-Erik","Wilskman","Wilskman, Juho","060589-022K",5,"Testiosoite 149","10148 Helsinki","etunimi.sukunimi.148@example.com",16,150,,8388607,"2018-11-02 11:41:51.760933","2018-11-02 11:41:51.760933",FALSE,FALSE,
150,"Ömer","Acar","Acar, Ömer","210863-0872",2,"Testiosoite 150","10149 Helsinki","etunimi.sukunimi.149@example.com",19,151,,0,"2018-11-02 11:41:51.772033","2018-11-02 11:41:51.772033",FALSE,FALSE,
151,"Asko Juhani","Autelo","Autelo, Asko","300180-0680",4,"Testiosoite 151","10150 Helsinki","etunimi.sukunimi.150@example.com",19,152,,4194304,"2018-11-02 11:41:51.782937","2018-11-02 11:41:51.782937",FALSE,FALSE,
152,"Aleksi Eerikki","Eskelinen","Eskelinen, Aleksi","220457-099A",7,"Testiosoite 152","10151 Helsinki","etunimi.sukunimi.151@example.com",19,153,,6291456,"2018-11-02 11:41:51.793531","2018-11-02 11:41:51.793531",FALSE,FALSE,
153,"Juha Markus","Eskelinen","Eskelinen, Juha","130577-040K",11,"Testiosoite 153","10152 Helsinki","etunimi.sukunimi.152@example.com",19,154,,7340032,"2018-11-02 11:41:51.804306","2018-11-02 11:41:51.804306",FALSE,FALSE,
154,"Jouko Asser","Hämäläinen","Hämäläinen, Jouko","091064-069L",9,"Testiosoite 154","10153 Helsinki","etunimi.sukunimi.153@example.com",19,155,,7864320,"2018-11-02 11:41:51.814896","2018-11-02 11:41:51.814896",FALSE,FALSE,
155,"Jaakko Johan Anttoni","Kallio","Kallio, Jaakko","020883-067A",1,"Testiosoite 155","10154 Helsinki","etunimi.sukunimi.154@example.com",19,156,,8126464,"2018-11-02 11:41:51.825418","2018-11-02 11:41:51.825418",FALSE,FALSE,
156,"Laura Maria","Kallio","Kallio, Laura","070756-056D",10,"Testiosoite 156","10155 Helsinki","etunimi.sukunimi.155@example.com",19,157,,8257536,"2018-11-02 11:41:51.83586","2018-11-02 11:41:51.83586",FALSE,FALSE,
157,"Heli Maria","Karhunen","Karhunen, Heli","200763-0159",6,"Testiosoite 157","10156 Helsinki","etunimi.sukunimi.156@example.com",19,158,,8323072,"2018-11-02 11:41:51.846405","2018-11-02 11:41:51.846405",FALSE,FALSE,
158,"Teemu Matias","Kinnunen","Kinnunen, Teemu","090567-014K",8,"Testiosoite 158","10157 Helsinki","etunimi.sukunimi.157@example.com",19,159,,8355840,"2018-11-02 11:41:51.857049","2018-11-02 11:41:51.857049",FALSE,FALSE,
159,"Anu Tuulia","Lahtinen","Lahtinen, Anu","090285-015U",5,"Testiosoite 159","10158 Helsinki","etunimi.sukunimi.158@example.com",19,160,,8372224,"2018-11-02 11:41:51.867764","2018-11-02 11:41:51.867764",FALSE,FALSE,
160,"Susanna Elina","Paukkeri","Paukkeri, Susanna","300373-024C",2,"Testiosoite 160","10159 Helsinki","etunimi.sukunimi.159@example.com",19,161,,8380416,"2018-11-02 11:41:51.878634","2018-11-02 11:41:51.878634",FALSE,FALSE,
161,"Kalle Matias","Peltokangas","Peltokangas, Kalle","251280-046X",4,"Testiosoite 161","10160 Helsinki","etunimi.sukunimi.160@example.com",19,162,,8384512,"2018-11-02 11:41:51.889604","2018-11-02 11:41:51.889604",FALSE,FALSE,
162,"Kaisa Heleena","Pihlaja","Pihlaja, Kaisa","151270-0279",7,"Testiosoite 162","10161 Helsinki","etunimi.sukunimi.161@example.com",19,163,,8386560,"2018-11-02 11:41:51.900717","2018-11-02 11:41:51.900717",FALSE,FALSE,
163,"Anna Elina","Ranki","Ranki, Anna","131090-065S",11,"Testiosoite 163","10162 Helsinki","etunimi.sukunimi.162@example.com",19,164,,8387584,"2018-11-02 11:41:51.911279","2018-11-02 11:41:51.911279",FALSE,FALSE,
164,"Olli Juhani","Saaristo","Saaristo, Olli","140269-0192",9,"Testiosoite 164","10163 Helsinki","etunimi.sukunimi.163@example.com",19,165,,8388096,"2018-11-02 11:41:51.922229","2018-11-02 11:41:51.922229",FALSE,FALSE,
165,"Mika Johannes","Sivula","Sivula, Mika","040790-076W",1,"Testiosoite 165","10164 Helsinki","etunimi.sukunimi.164@example.com",19,166,,8388352,"2018-11-02 11:41:51.932635","2018-11-02 11:41:51.932635",FALSE,FALSE,
166,"Simo Antero","Vuorinen","Vuorinen, Simo","280580-0423",10,"Testiosoite 166","10165 Helsinki","etunimi.sukunimi.165@example.com",19,167,,8388480,"2018-11-02 11:41:51.94332","2018-11-02 11:41:51.94332",FALSE,FALSE,
167,"Markus Matti Juhani","Ylimaa","Ylimaa, Markus","170366-0202",6,"Testiosoite 167","10166 Helsinki","etunimi.sukunimi.166@example.com",19,168,,8388544,"2018-11-02 11:41:51.954664","2018-11-02 11:41:51.954664",FALSE,FALSE,
168,"Andreas David","Forsberg","Forsberg, Andreas 'Andy' ","170770-052B",8,"Testiosoite 168","10167 Helsinki","etunimi.sukunimi.167@example.com",28,169,,0,"2018-11-02 11:41:51.966555","2018-11-02 11:41:51.966555",FALSE,FALSE,
169,"Niklas Joakim","Furu","Furu, Niklas","110378-098T",5,"Testiosoite 169","10168 Helsinki","etunimi.sukunimi.168@example.com",28,170,,4194304,"2018-11-02 11:41:51.97763","2018-11-02 11:41:51.97763",FALSE,FALSE,
170,"Tomas Fozi Johannes","Garaisi","Garaisi, Tomas","111268-082Y",2,"Testiosoite 170","10169 Helsinki","etunimi.sukunimi.169@example.com",28,171,,6291456,"2018-11-02 11:41:51.989438","2018-11-02 11:41:51.989438",FALSE,FALSE,
171,"Marika Julie","Kaksonen","Kaksonen, Marika","250758-0113",4,"Testiosoite 171","10170 Helsinki","etunimi.sukunimi.170@example.com",28,172,,7340032,"2018-11-02 11:41:52.00062","2018-11-02 11:41:52.00062",FALSE,FALSE,
172,"Suvianna","Kyyhkynen","Kyyhkynen, Suvianna","140284-003D",7,"Testiosoite 172","10171 Helsinki","etunimi.sukunimi.171@example.com",28,173,,7864320,"2018-11-02 11:41:52.012083","2018-11-02 11:41:52.012083",FALSE,FALSE,
173,"Hanna Riikka","Kärmeranta","Kärmeranta, Hanna","230978-0638",11,"Testiosoite 173","10172 Helsinki","etunimi.sukunimi.172@example.com",28,174,,8126464,"2018-11-02 11:41:52.023247","2018-11-02 11:41:52.023247",FALSE,FALSE,
174,"Tero Hannu Taneli","Mikkonen","Mikkonen, Tero","150152-080F",9,"Testiosoite 174","10173 Helsinki","etunimi.sukunimi.173@example.com",28,175,,8257536,"2018-11-02 11:41:52.034494","2018-11-02 11:41:52.034494",FALSE,FALSE,
175,"Eerika Katariina","Pynnönen","Pynnönen, Eerika","031068-0538",1,"Testiosoite 175","10174 Helsinki","etunimi.sukunimi.174@example.com",28,176,,8323072,"2018-11-02 11:41:52.045475","2018-11-02 11:41:52.045475",FALSE,FALSE,
176,"Ilkka Hannu Tapani","Riihimäki","Riihimäki, Ilkka","061078-071B",10,"Testiosoite 176","10175 Helsinki","etunimi.sukunimi.175@example.com",28,177,,8355840,"2018-11-02 11:41:52.056661","2018-11-02 11:41:52.056661",FALSE,FALSE,
177,"Tuomas Tapio","Salo","Salo, Tuomas","040681-0841",6,"Testiosoite 177","10176 Helsinki","etunimi.sukunimi.176@example.com",28,178,,8372224,"2018-11-02 11:41:52.067998","2018-11-02 11:41:52.067998",FALSE,FALSE,
178,"Iiris Isabella","Simonen","Simonen, Iiris","131184-089T",8,"Testiosoite 178","10177 Helsinki","etunimi.sukunimi.177@example.com",28,179,,8380416,"2018-11-02 11:41:52.079245","2018-11-02 11:41:52.079245",FALSE,FALSE,
179,"Leo Veli Mikael","Starck","Starck, Leo","121289-005J",5,"Testiosoite 179","10178 Helsinki","etunimi.sukunimi.178@example.com",28,180,,8384512,"2018-11-02 11:41:52.090626","2018-11-02 11:41:52.090626",FALSE,FALSE,
180,"Pamela Teresa","Tompuri","Tompuri, Pamela","050774-018J",2,"Testiosoite 180","10179 Helsinki","etunimi.sukunimi.179@example.com",28,181,,8386560,"2018-11-02 11:41:52.102001","2018-11-02 11:41:52.102001",FALSE,FALSE,
181,"Sonja Maria","Ventin","Ventin, Sonja","141290-051K",4,"Testiosoite 181","10180 Helsinki","etunimi.sukunimi.180@example.com",28,182,,8387584,"2018-11-02 11:41:52.113363","2018-11-02 11:41:52.113363",FALSE,FALSE,
182,"Jenny-Li Alexandra","Holmström","Holmström, Jenny-Li","301159-001F",7,"Testiosoite 182","10181 Helsinki","etunimi.sukunimi.181@example.com",27,183,,0,"2018-11-02 11:41:52.125082","2018-11-02 11:41:52.125082",FALSE,FALSE,
183,"Rainer Alexis","Huldén","Huldén, Alexis","110956-023J",11,"Testiosoite 183","10182 Helsinki","etunimi.sukunimi.182@example.com",27,184,,4194304,"2018-11-02 11:41:52.136357","2018-11-02 11:41:52.136357",FALSE,FALSE,
184,"Max Jasper","Kuhlefelt","Kuhlefelt, Jasper","131278-0294",9,"Testiosoite 184","10183 Helsinki","etunimi.sukunimi.183@example.com",27,185,,6291456,"2018-11-02 11:41:52.149322","2018-11-02 11:41:52.149322",FALSE,FALSE,
185,"Johanna Valdine","Rantanen","Rantanen, Johanna","030868-058T",1,"Testiosoite 185","10184 Helsinki","etunimi.sukunimi.184@example.com",27,186,,7340032,"2018-11-02 11:41:52.16008","2018-11-02 11:41:52.16008",FALSE,FALSE,
186,"Tuulia Kaijaliina","Tanskanen","Tanskanen, Tuulia","150588-0866",10,"Testiosoite 186","10185 Helsinki","etunimi.sukunimi.185@example.com",27,187,,7864320,"2018-11-02 11:41:52.171248","2018-11-02 11:41:52.171248",FALSE,FALSE,
187,"Petra Vanessa Helena","Törnblom","Törnblom, Vanessa","220384-0928",6,"Testiosoite 187","10186 Helsinki","etunimi.sukunimi.186@example.com",27,188,,8126464,"2018-11-02 11:41:52.182763","2018-11-02 11:41:52.182763",FALSE,FALSE,
188,"Erik Oscar Johannes","Hildén","Hildén, Oscar","121177-0514",8,"Testiosoite 188","10187 Helsinki","etunimi.sukunimi.187@example.com",27,189,,8257536,"2018-11-02 11:41:52.193653","2018-11-02 11:41:52.193653",FALSE,FALSE,
189,"Hugo Adrian","Pipping","Pipping, Hugo","090954-054R",5,"Testiosoite 189","10188 Helsinki","etunimi.sukunimi.188@example.com",27,190,,8323072,"2018-11-02 11:41:52.204622","2018-11-02 11:41:52.204622",FALSE,FALSE,
190,"Jenny Ina","Finne","Finne, Ina","140583-059C",2,"Testiosoite 190","10189 Helsinki","etunimi.sukunimi.189@example.com",25,191,,0,"2018-11-02 11:41:52.215884","2018-11-02 11:41:52.215884",FALSE,FALSE,
191,"Marie Fredrika","Finne","Finne, Marie 'Mojo'","120582-0728",4,"Testiosoite 191","10190 Helsinki","etunimi.sukunimi.190@example.com",25,192,,4194304,"2018-11-02 11:41:52.226862","2018-11-02 11:41:52.226862",FALSE,FALSE,
192,"Kaj Oskar Petter","Forsskåhl","Forsskåhl, Oskar","040988-035N",7,"Testiosoite 192","10191 Helsinki","etunimi.sukunimi.191@example.com",25,193,,6291456,"2018-11-02 11:41:52.237609","2018-11-02 11:41:52.237609",FALSE,FALSE,
193,"Ida Regina Katarina","Husberg","Husberg, Ida","161076-016H",11,"Testiosoite 193","10192 Helsinki","etunimi.sukunimi.192@example.com",25,194,,7340032,"2018-11-02 11:41:52.248666","2018-11-02 11:41:52.248666",FALSE,FALSE,
194,"Eliel Johan Sakari","Kilpelä","Kilpelä, Eliel","040759-0269",9,"Testiosoite 194","10193 Helsinki","etunimi.sukunimi.193@example.com",25,195,,7864320,"2018-11-02 11:41:52.259223","2018-11-02 11:41:52.259223",FALSE,FALSE,
195,"Armi Helena","Murto","Murto, Armi","130275-095D",1,"Testiosoite 195","10194 Helsinki","etunimi.sukunimi.194@example.com",25,196,,8126464,"2018-11-02 11:41:52.270278","2018-11-02 11:41:52.270278",FALSE,FALSE,
196,"Elias Theodor","Scheinin","Scheinin, Elias","240681-037D",10,"Testiosoite 196","10195 Helsinki","etunimi.sukunimi.195@example.com",25,197,,8257536,"2018-11-02 11:41:52.281027","2018-11-02 11:41:52.281027",FALSE,FALSE,
197,"Carl Ronny","Engblom","Engbom, Ronny","111068-0422",6,"Testiosoite 197","10196 Helsinki","etunimi.sukunimi.196@example.com",25,198,,8323072,"2018-11-02 11:41:52.291716","2018-11-02 11:41:52.291716",FALSE,FALSE,
198,"Jens Anders","Finnäs","Finnäs, Jens","271286-0862",8,"Testiosoite 198","10197 Helsinki","etunimi.sukunimi.197@example.com",25,199,,8355840,"2018-11-02 11:41:52.302668","2018-11-02 11:41:52.302668",FALSE,FALSE,
199,"Sara Sofia Linnea","Knip","Knip, Sara","240785-025V",5,"Testiosoite 199","10198 Helsinki","etunimi.sukunimi.198@example.com",25,200,,8372224,"2018-11-02 11:41:52.313479","2018-11-02 11:41:52.313479",FALSE,FALSE,
200,"Charlotta Anna Erika","Smeds","Smeds, Charlotta","300150-086U",2,"Testiosoite 200","10199 Helsinki","etunimi.sukunimi.199@example.com",25,201,,8380416,"2018-11-02 11:41:52.323992","2018-11-02 11:41:52.323992",FALSE,FALSE,
201,"Carl Stefan Mikael","Sjölund","Sjölund, Stefan","050157-0744",4,"Testiosoite 201","10200 Helsinki","etunimi.sukunimi.200@example.com",25,202,,8384512,"2018-11-02 11:41:52.334869","2018-11-02 11:41:52.334869",FALSE,FALSE,
202,"Kasper Nils Oskar","Sundström","Sundström, Kasper","101154-0263",7,"Testiosoite 202","10201 Helsinki","etunimi.sukunimi.201@example.com",25,203,,8386560,"2018-11-02 11:41:52.345591","2018-11-02 11:41:52.345591",FALSE,FALSE,
203,"Jenny Maria","French","French, Jenny","200266-063K",11,"Testiosoite 203","10202 Helsinki","etunimi.sukunimi.202@example.com",25,204,,8387584,"2018-11-02 11:41:52.35614","2018-11-02 11:41:52.35614",FALSE,FALSE,
